id,en,zh,info,info_zh
1058,Great Lizarr Boots,強大蜥蜴人長靴,Boots of a Lizarr warrior.,蜥蜴人戰士的長靴.
1059,Great Lizarr Leggings,強大蜥蜴人的腿甲,Armor of a Lizarr warrior.,蜥蜴人戰士的盔甲.
1060,Coral Boots,珊瑚長靴,"Boots of coral, fetched from the high seas. It boasts great resistance at the sacrifice of physical defenses.",從深海而來的珊瑚長靴.能犧牲物防換取大量的魔防.
1061,Coral Hood,珊瑚兜帽,"Hood of coral, fetched from the high seas. It boasts great resistance at the sacrifice of physical defenses.",從深海捕到的珊瑚兜帽.藉由犧牲物防來大幅提升魔防.
1062,Coral Armor,珊瑚盔甲,"Armor of coral, fetched from the high seas. It boasts great resistance at the sacrifice of physical defenses.",取自遠洋的珊瑚盔甲，它會犧牲物防以增加大量魔防。
1063,Coral Robe,珊瑚長袍,"Robe of coral, fetched from the high seas. It boasts great resistance at the sacrifice of physical defenses.",珊瑚狀的長袍，來自深海中的稀品。它犧牲了物理防禦提供更強的魔法防禦力。
1064,Coral Helmet,珊瑚頭盔,"Headwear of coral, fetched from the high seas. It boasts great resistance at the sacrifice of physical defense.",
1065,Coral Garb,珊瑚皮甲,"Armor of coral, fetched from the high seas. It boasts great resistance at the sacrifice of physical defenses.",取自遠洋的珊瑚盔甲，它會犧牲物防以增加大量魔防。
1066,Coral Cowl,珊瑚風帽,"Headwear of coral, fetched from the high seas. It boasts great resistance at the sacrifice of physical defenses.",從深海而來的珊瑚帽子.藉由犧牲物理防禦來超絕強化魔法防禦.
1067,Untamed Bull's Eye,桀驁公牛之眼,A celestial adornment capable of increasing many attributes of a piece of equipment when adorned upon it.,鑲嵌此天堂的裝飾品可以為裝備增加許多性能。
1068,Raging Bull's Eye,憤怒的公牛眼,A celestial adornment capable of increasing many attributes of a piece of equipment when adorned upon it.,鑲嵌此天堂的裝飾品可以為裝備增加許多性能。
1069,Bull's Eye,公牛之眼,A celestial adornment capable of increasing many attributes of a piece of equipment when adorned upon it.,鑲嵌此天堂的裝飾品可以為裝備增加許多性能。
1070,Great Lizarr Blade,上級蜥蜴人寬劍,Crude blade of the Lizarr.,蜥蜴人的粗刃。
1071,Lesser Jewel of Mana,低階瑪那寶石,A small adornment capable of increasing the mana granted by a piece of equipment when adorned upon it.,鑲嵌在裝備上能提升魔力值的小飾品.
1072,Jewel of Resistance,魔抗寶石,A small adornment capable of increasing the magic defense of a piece of equipment when adorned upon it.,鑲嵌在裝備上能提升魔防的小飾品.
1073,Jewel of Health,健康寶石,A small adornment capable of increasing the HP granted by a piece of equipment when adorned upon it upon it.,
1074,Magician's Shoes,魔法師鞋,Simple shoes worn by students of magic.,魔法學徒所穿的簡易鞋子.
1075,Ankou's Ring,安庫之戒,"A ring crafted for certain slender fingers. It grants protection for the darkness, one cannot fall asleep or become cursed while wearing it.",
1076,Briny Pendant,鹹濕的吊飾,"A pendant found within wreckage, deep within the sea. It protects its wearer from blight, poison, rot, and toxic.",於深海廢墟所發現的吊飾，它可以保護穿戴者免疫枯萎、中毒、腐爛及劇毒。
1077,Jewel of the Deep,深海寶石,A small adornment of the deep sea capable of increasing the magical defenses of a piece of equipment when adorned upon it.,"深海的小飾物,鑲嵌在裝備上時能夠增強其魔法防禦力."
1078,Phantom Blinders,幻影眼罩,Blinders often used to quell a Kelpie's restlessness. They increase dexterity and critical hit rate of those granted with extra concentration.,用來安撫凱爾皮的馬眼罩，它可以增加持有者的敏捷和爆擊率。
1079,Heretic's Jewel,赫勒提克寶石,"An adornment of the blasphemous. When adorned upon a weapon, it grants the chance to inflict damage to an opponent's magical resistance",
1080,Hydra Staff,九頭蛇之杖,Archistaff forged of the remains of a great hydra. It can provide many elemental resistances.,
1081,Daybreak [bow],破曉 [bow],A powerful magical greatbow of unknown royalty. It grants one immunity from burning and blindness.,來自未知皇室的強力魔法長弓，它可以使持有者免疫燃燒與致盲。
1082,Turul Feather,圖魯羽毛,A feather of a Turul. It can grant a piece of armor additional dexterity when adorned upon it.,
1083,Ring of Annwn,安溫之戒,A ring of Annwn royalty. Its arcane enchantment grants immunity to element status conditions.,
1084,Greater Attack Tonic,強力物攻藥劑,A sour tonic that raises your attack in battle.,可於戰鬥中提升物攻的酸藥劑。
1085,Greater Magic Tonic,強力魔法藥劑,A sour tonic that raises your magic in battle.,可以提升魔力的酸酸藥水.
1086,Wisp Staff,幽光法杖,Staff imbued with the power of a wisp.,附有幽光魔力的法杖.
1087,Blue Feather,藍羽毛,A feather of a Zu. It can grant a piece of armor additional dexterity when adorned upon it.,
1088,Red Feather,赤羽毛,A feather of a Carrion Crow. It can grant a piece of armor additional dexterity when adorned upon it.,
1089,Green Feather,綠色羽毛,The feather of a Buzzard. It can grant a piece of armor additional dexterity when adorned upon it.,禿鷹的羽毛，鑲嵌在裝備上可以增加敏捷。
1090,Yokai's Staff,妖怪法杖,The staff of the revered Yokai. It may lower an opponent's magical defenses.,
1091,Leach,利奇,A fine blade crafted of a bat's remains. It slightly drains HP from an enemy with damage dealt.,
1092,Crow's Feathers,烏鴉的羽毛,"Crude armor made of the remains of a crow. Does not offer much defense, but raises your dexterity.",烏鴉遺體製成的粗糙盔甲，雖只提供少量的物防，但可以增加你的敏捷。
1093,Draugr Staff,屍鬼法杖,A staff of a draugr. Grants additional mana.,
1094,Nightbreak [staff],夜幕降臨 [staff],A powerful dark archistaff of unknown royalty. It grants one immunity from blindness and falling asleep in battle.,來自無名皇室強大的黑暗權杖，它能讓持有者在戰鬥中免疫致盲及睡眠。
1095,Arisen Hydra Staff,重生九頭蛇之杖,Archistaff forged of the remains of a great hydra. It can provide many elemental resistances.,
1096,Leaches,滲透刃,A sharp pair of daggers. They slightly drain HP from an enemies with damage dealt.,一雙鋒利的匕首。它們會從造成的傷害量中吸取生命值。
1097,Daybreak [staff],破曉 [staff],A powerful archistaff of unknown royalty. It grants one immunity from burning and blindness.,
1098,Mana Bow,魔力弓,The bow of a mystic. It slightly raises your dexterity.,秘術士的弓.能稍微提升敏捷.
1099,Argent Leggings,銀飾腿甲,Mystical armor that boasts higher magic defense.,提供更高魔防的神祕盔甲。
1100,Argent Shield,白銀盾,Mystical shield that boasts extra magic defense.,能提升魔防的秘術盾牌.
1101,Polished Aegis,拋光神盾,An ageless golden shield capable of protecting one from petrification.,可以保護持有者免疫石化的永恆黃金盾。
1102,Polished Mirror,拋光鏡,"A mirrored shield. At the sacrifice of Ward, one can reflect on themselves and gain mana.","鏡面盾牌.藉由犧牲護盾,能反映自己並獲得法力值."
1103,Crusading Boots,運動長靴,Some magic users are also skilled in combat. These are the boots of one.,有些法師也很擅長格鬥.這是他們的靴子.
1104,Court Jester's Outfit,宮廷小丑服,Amusing outfit of a court jester. It increases gold and orns earned.,有趣的宮廷小丑服裝。它能增加賺取的金幣和歐幣。
1105,Oisin Crown,歐辛王冠,"This unique headwear does not offer much protection, but is well suited for adornment.",這個獨特的頭飾無法提供太多的保護，但它很適合鑲嵌。
1106,Crusading Helmet,運動頭盔,Some magic users are also skilled in combat. This is the helmet of one.,有些法師對格鬥也略知一二.這頭盔就是他們用的.
1107,Fey Arrows,變異箭矢,A quiver of arrows that are imbued with unknown magic. They greatly increase ones's attack power at the sacrifice of Ward.,
1108,Fey Scroll,變異卷軸,A scroll containing knowledge of unstable magic. It improves one's magic at the sacrifice of Ward.,包含不穩定魔法知識的卷軸，它會犧牲護盾以增加持有者的魔法攻擊力。
1109,Sage's Cane,賢者之杖,An old sage's cane.,老聖人的手杖。
1110,Argent Armor,銀飾盔甲,Mystical armor that boasts higher magic defense.,提供更高魔防的神祕盔甲。
1111,Argent Helmet,銀飾頭盔,Mystical armor that boasts higher magic defense.,提供更高魔防的神祕盔甲。
1112,Archmage's Scroll,大法師的卷軸,A scroll containing knowledge of basic magic. It improves one's magic at the sacrifice of Ward.,內涵基礎魔法知識的卷軸.藉由犧牲護盾提升魔力.
1113,Flute,長笛,A simple flute made of brass. It may lull an enemies to sleep.,
1114,Yeti Mightycoat,極暖雪人大衣,Coat reminiscent of the formidable Yeti. It protects one from the snow and from having their defenses lowered.,讓人想起可怕雪人的大衣，它可以保護穿戴者免受冰凍及防禦力下降。
1115,Daybreak [sword],破曉 [sword],A powerful magical sword of unknown royalty. It grants one immunity from burning and blindness.,不知名皇家的魔法劍.能免疫於燃燒和致盲.
1116,Iron Shield,鐵盾,A simple shield of iron.,一個簡單的鐵製盾牌。
1117,Arisen Sea Axe,重生深海斧,An axe enchanted with the power of the raging sea.,附有深海之力的斧頭.
1118,Old Spear,老槍,A blade fashioned upon an extended shaft of wood.,附在長木柄尖端上的刀片。
1119,Scroll,卷軸,A scroll containing knowledge of basic magic. It improves one's magic at the sacrifice of Ward.,內涵基礎魔法知識的卷軸.藉由犧牲護盾提升魔力.
1120,Needles,飛針,A sharp pair of daggers.,一對鋒利的匕首.
1121,War Blinders,戰馬眼罩,Blinders often used to quell a wild horse's restlessness. They increase dexterity and critical hit rate of those granted with extra concentration.,常用來平息野馬躁動的眼罩。增加了你的專注力故能提升敏捷和暴擊率。
1122,Tundric Staff,凍原法杖,A highly decorative weapon wielded by Elven warriors of the North. It boasts extra adornment slots.,由北方精靈戰士持有的華麗武器，它擁有額外的鑲嵌槽。
1123,Nightbreak [bow],夜幕降臨 [bow],A powerful dark greatbow of unknown royalty. It grants one immunity from blindness and falling asleep in battle.,一把未知貴族的黑暗長弓。它能夠使裝備者在戰鬥中免疫致盲及入睡的效果。
1124,Nightbreak [sword],夜幕降臨 [sword],A powerful dark sword of unknown royalty. It grants one immunity from blindness and falling asleep in battle.,來自未知皇室的強大黑暗之劍，它可以使持有者於戰鬥中免疫致盲及睡眠。
1125,Goblin Lord's Staff,哥布林領主的法杖,The staff of the Goblin Lord. It slightly boosts its wielder's mana.,哥布林領主的法杖.能稍微提升魔力值.
1126,Tundric Katana,凍原武士刀,A highly decorative weapon wielded by Elven warriors of the North. It boasts extra adornment slots.,由北方精靈戰士持有的華麗武器，它擁有額外的鑲嵌槽。
1127,Old Mace,老舊的狼牙棒,A blunt weapon suitable for heavy blows.,適合用來揮擊的鈍器.
1128,Hammer,錘,A large hammer suitable for crushing blows.,適用於擊打的大錘子。
1129,Bandit's Axe,土匪之斧,A large axe carried by the mightiest bandits.,最兇惡的土匪持有的大斧。
1130,Bandit's Dagger,土匪匕首,A small blade ideal for close quartered combat. It slightly increases dexterity.,適合用來近身戰的短刀.能稍微提升敏捷.
1131,Greater Wisp Staff,上級幽光法杖,Staff imbued with the power of a wisp.,附有幽光魔力的法杖.
1132,Fjalar Mantle,法亞拉披風,"Crude armor made of the remains of a Fjalar. Does not offer much defense, but raises your dexterity.",
1133,Fey Dragon Cowl,變異龍風帽,A cowl made of the remains of a great dragon lost to Morrigan. Wearing this item may cause your follower to act more often.,使用臣服於摩莉甘的巨龍之遺骸製成的風帽.穿上它也許能讓你的跟隨者更常行動.
1134,Fey Dragon Boots,變異龍靴,Boots made of the remains of a great dragon lost to Morrigan. Wearing this item may cause your follower to act more often.,使用臣服於摩莉甘的巨龍之遺骸製成的長靴.穿上它也許能讓你的跟隨者更常行動.
1135,Fey Dragon Helmet,變異龍盔,A helmet made of the remains of a great dragon lost to Morrigan. Wearing this item may cause your follower to act more often.,使用臣服於摩莉甘的巨龍之遺骸製成的頭盔.穿上它也許能讓你的跟隨者更常行動.
1136,Fey Dragon Leggings,變異龍腿甲,Heavy leg armor made of the remains of a great dragon lost to Morrigan. Wearing this item may cause your follower to act more often.,使用臣服於摩莉甘的巨龍之遺骸製成的厚重腿甲.穿上它也許能讓你的跟隨者更常行動.
1137,Fey Dragon Armor,變異龍甲,A chest guard made of the remains of a great dragon lost to Morrigan. Wearing this item may cause your follower to act more often.,使用臣服於摩莉甘的巨龍之遺骸製成的胸甲.穿上它也許能讓你的跟隨者更常行動.
1138,Fey Dragon Hood,變異龍兜帽,A hood made of the remains of a great dragon lost to Morrigan. Wearing this item may cause your follower to act more often.,使用臣服於摩莉甘的巨龍之遺骸製成的兜帽.穿上它也許能讓你的跟隨者更常行動.
1139,Fey Dragon Chestmail,變異龍鎖鏈甲,A chest guard made of the remains of a great dragon lost to Morrigan. Wearing this item may cause your follower to act more often.,使用臣服於摩莉甘的巨龍之遺骸製成的胸甲.穿上它也許能讓你的跟隨者更常行動.
1140,Fey Dragon Mage's Boots,變異龍法靴,Boots made of the remains of a great dragon lost to Morrigan. Wearing this item may cause your follower to act more often.,使用臣服於摩莉甘的巨龍之遺骸製成的長靴.穿上它也許能讓你的跟隨者更常行動.
